children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-1024.6520833051711,26,среднее,1,Не женат / не замужем,4,M,компаньон,0,479119.0419609359,автомобиль
0,-764.0741780270897,43,среднее,1,женат / замужем,0,M,сотрудник,0,121605.86966624936,покупка недвижимости
0,,48,среднее,1,женат / замужем,0,F,сотрудник,0,,получение образования
0,351207.1073116227,65,среднее,1,женат / замужем,0,F,пенсионер,0,92518.56571804252,операции со своей недвижимостью
0,-989.2345470711238,41,высшее,0,гражданский брак,1,M,компаньон,0,181083.16171922852,заняться высшим образованием
1,-1479.6355237042144,35,среднее,1,женат / замужем,0,F,сотрудник,1,125929.50387995035,ремонт жилью
0,-3046.5409535144513,60,среднее,1,вдовец / вдова,2,M,госслужащий,0,268284.6151589674,покупка коммерческой недвижимости
0,-7910.122419683507,55,высшее,0,гражданский брак,1,M,сотрудник,0,444644.6790981621,недвижимость
0,-479.04311028669184,33,среднее,1,женат / замужем,0,M,сотрудник,0,120327.2592542675,автомобили
0,-1570.9887269109988,67,высшее,0,в разводе,3,F,сотрудник,0,157108.8543437148,покупка жилья для семьи
0,-617.9212705718478,44,среднее,1,женат / замужем,0,M,компаньон,0,181126.0651037939,операции со своей недвижимостью
2,,31,высшее,0,женат / замужем,0,F,компаньон,0,,покупка коммерческой недвижимости
0,389258.37042910117,63,среднее,1,женат / замужем,0,F,пенсионер,0,77452.35292547784,строительство жилой недвижимости
1,,56,Среднее,1,женат / замужем,0,M,сотрудник,0,,операции с коммерческой недвижимостью
0,377334.42148986936,63,высшее,0,вдовец / вдова,2,F,пенсионер,0,150538.33369824474,покупка жилья
0,-2221.6254627372823,40,среднее,1,женат / замужем,0,F,компаньон,0,172515.65946929206,образование
0,-3513.6118174062512,38,среднее,1,женат / замужем,0,F,сотрудник,0,78490.29747387477,на покупку автомобиля
0,-1572.7083743239566,60,среднее,1,женат / замужем,0,M,компаньон,0,76010.59116947331,жилье
1,-2694.3869106073457,29,высшее,0,женат / замужем,0,F,компаньон,0,431891.2079046544,покупка жилой недвижимости
0,361943.3581172195,53,среднее,1,вдовец / вдова,2,F,пенсионер,0,39383.79774630872,ремонт жилью
2,-4416.966993843166,35,среднее,1,женат / замужем,0,F,компаньон,0,173872.0454155183,свой автомобиль
0,,57,среднее,1,гражданский брак,1,F,пенсионер,0,,сыграть свадьбу
1,-2350.1550424466864,41,среднее,1,женат / замужем,0,M,госслужащий,0,126036.39415954919,операции со своей недвижимостью
1,-4085.9285364964803,32,высшее,0,в разводе,3,F,госслужащий,0,78566.49920537628,ремонт жилью
0,-382.62146450723344,25,среднее,1,женат / замужем,0,F,сотрудник,1,78655.02959362595,жилье
1,-133.80310160418975,47,среднее,1,женат / замужем,0,F,госслужащий,0,44846.06697001073,операции с недвижимостью
0,-489.78328430659514,41,высшее,0,женат / замужем,0,F,сотрудник,0,105568.85259622523,получение дополнительного образования
2,-3065.7513221493823,37,высшее,0,гражданский брак,1,F,сотрудник,0,268071.04459049826,сыграть свадьбу
0,-9713.468141716081,44,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,0,114889.89536480654,заняться высшим образованием
0,332163.696336182,65,начальное,3,вдовец / вдова,2,F,пенсионер,0,74947.50845017482,операции со своей недвижимостью
3,-2134.982377181197,37,высшее,0,гражданский брак,1,F,госслужащий,0,157447.6174628145,на проведение свадьбы
0,390785.850271609,65,начальное,3,вдовец / вдова,2,F,пенсионер,0,100510.38010134283,строительство жилой недвижимости
0,-1907.9438123621808,56,высшее,0,женат / замужем,0,M,компаньон,0,343273.4973803791,автомобиль
0,352724.22812674736,53,среднее,1,Не женат / не замужем,4,F,пенсионер,0,96014.43993140766,жилье
0,388685.57111145294,70,среднее,1,в разводе,3,F,пенсионер,0,138134.4149487164,на покупку своего автомобиля
0,-3642.987080111135,43,среднее,1,гражданский брак,1,F,компаньон,0,146172.26287645486,получение дополнительного образования
0,-2556.5011458720073,35,среднее,1,женат / замужем,0,F,сотрудник,0,110494.86798085424,профильное образование
0,-3016.798103578776,36,высшее,0,женат / замужем,0,M,компаньон,0,250745.29187234736,операции с недвижимостью
0,380232.17751178093,67,среднее,1,вдовец / вдова,2,F,пенсионер,0,73781.55140190604,на покупку автомобиля
0,365831.8332436883,59,среднее,1,женат / замужем,0,F,пенсионер,0,171218.17897092382,заняться образованием
0,-323.81584436586775,27,СРЕДНЕЕ,1,Не женат / не замужем,4,M,сотрудник,0,103155.93653377645,дополнительное образование
0,-524.1932519846383,34,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,0,285105.07562508475,на покупку автомобиля
1,-7318.807533090752,40,среднее,1,Не женат / не замужем,4,F,госслужащий,0,210447.47496359985,операции с жильем
0,-2291.9993090963667,41,среднее,1,гражданский брак,1,F,компаньон,0,94574.19096122356,свадьба
1,-873.9564968684215,25,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,0,143049.71747077935,недвижимость
0,,62,среднее,1,вдовец / вдова,2,F,пенсионер,0,,приобретение автомобиля
2,-1276.819589619379,36,высшее,0,женат / замужем,0,F,компаньон,0,345805.12327223306,на покупку своего автомобиля
1,-728.9329402930922,35,высшее,0,женат / замужем,0,F,сотрудник,0,135653.16782185686,покупка жилья для сдачи
1,-4377.9990701605975,60,высшее,0,женат / замужем,0,M,сотрудник,0,213838.58814902065,на покупку подержанного автомобиля
1,-4532.214854678639,37,среднее,1,женат / замужем,0,M,сотрудник,0,70484.77969447064,жилье
0,-695.3927067742006,53,среднее,1,в разводе,3,M,сотрудник,0,57447.314136023604,операции со своей недвижимостью
0,-1805.8680255851727,48,среднее,1,женат / замужем,0,F,сотрудник,0,38802.020044291035,строительство жилой недвижимости
2,,38,высшее,0,женат / замужем,0,M,сотрудник,0,,заняться образованием
0,-5319.219514454724,49,высшее,0,женат / замужем,0,M,госслужащий,0,186518.90942165809,операции с жильем
0,-1895.2236388198928,48,высшее,0,женат / замужем,0,F,сотрудник,0,264246.4959729686,на покупку своего автомобиля
2,,30,среднее,1,женат / замужем,0,F,сотрудник,0,,высшее образование
2,-2378.67564102457,30,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,0,233312.5319480948,покупка жилой недвижимости
0,383813.86881247343,70,высшее,0,гражданский брак,1,F,пенсионер,0,177918.92430063637,операции со своей недвижимостью
1,,63,высшее,0,в разводе,3,M,сотрудник,1,,операции с коммерческой недвижимостью
0,-869.2109521005033,34,среднее,1,гражданский брак,1,M,компаньон,0,139492.4267634413,получение высшего образования
1,-1993.522017019936,27,среднее,1,женат / замужем,0,M,сотрудник,0,152977.25392155466,покупка жилья
1,-495.75634933537117,30,среднее,1,женат / замужем,0,M,компаньон,0,95025.96421738225,на покупку своего автомобиля
1,-686.6146950065529,40,среднее,1,женат / замужем,0,F,сотрудник,0,103491.15546985023,высшее образование
2,-326.872647814138,35,среднее,1,женат / замужем,0,M,сотрудник,0,157488.53243453286,строительство жилой недвижимости
0,-2903.544561808792,47,высшее,0,Не женат / не замужем,4,M,компаньон,0,416681.0486175458,жилье
0,,53,высшее,0,женат / замужем,0,M,сотрудник,0,,высшее образование
0,401591.8284573659,56,среднее,1,в разводе,3,F,пенсионер,0,39513.51754347359,получение дополнительного образования
0,-1915.7663737369296,24,среднее,1,Не женат / не замужем,4,F,госслужащий,0,160692.61706496647,получение дополнительного образования
2,-3254.6414412068825,44,среднее,1,гражданский брак,1,F,компаньон,0,190582.00257391282,на проведение свадьбы
0,,62,среднее,1,женат / замужем,0,F,пенсионер,0,,ремонт жилью
0,-2026.896727308404,27,СРЕДНЕЕ,1,женат / замужем,0,M,сотрудник,0,179035.35847952578,строительство недвижимости
2,-701.2098687484436,34,среднее,1,гражданский брак,1,F,сотрудник,1,94836.83044400724,получение дополнительного образования
0,-1328.4376571618545,33,высшее,0,гражданский брак,1,M,компаньон,0,211301.32818765106,сыграть свадьбу
0,,34,начальное,3,женат / замужем,0,F,сотрудник,0,,покупка недвижимости
1,-995.3271071555862,43,среднее,1,гражданский брак,1,M,сотрудник,0,212977.29887775503,свой автомобиль
0,-361.76706475261324,32,СРЕДНЕЕ,1,женат / замужем,0,M,сотрудник,0,172796.72080395903,покупка жилой недвижимости
0,-1684.2711008019492,54,среднее,1,женат / замужем,0,M,сотрудник,0,187450.7576347922,автомобиль
4,-1715.7668655988275,37,среднее,1,женат / замужем,0,F,сотрудник,0,122205.16898650676,покупка коммерческой недвижимости
0,-451.31711022968886,23,среднее,1,женат / замужем,0,F,сотрудник,0,74012.76606319787,дополнительное образование
2,-1342.9720860333493,40,среднее,1,в разводе,3,F,сотрудник,1,91908.71732321859,строительство недвижимости
0,400954.24784490647,49,среднее,1,гражданский брак,1,F,пенсионер,0,90403.08910349126,сыграть свадьбу
1,-1229.5428023259208,35,среднее,1,женат / замужем,0,F,сотрудник,0,81710.32309011913,покупка недвижимости
0,396909.0804505446,68,СРЕДНЕЕ,1,женат / замужем,0,F,пенсионер,0,215126.69906239046,на покупку автомобиля
0,,40,среднее,1,женат / замужем,0,M,госслужащий,0,,заняться высшим образованием
0,-4626.3437393704635,32,среднее,1,гражданский брак,1,F,компаньон,0,154081.9151343888,недвижимость
0,394328.1305363574,55,среднее,1,женат / замужем,0,F,пенсионер,0,380791.9221935493,получение высшего образования
0,338474.26342849684,55,среднее,1,женат / замужем,0,F,пенсионер,0,139245.00767387214,покупка жилой недвижимости
1,-923.119857778653,24,среднее,1,женат / замужем,0,M,сотрудник,0,138039.24745255403,сделка с автомобилем
1,-956.3254764438727,60,среднее,1,женат / замужем,0,M,компаньон,0,96940.46586594284,жилье
0,-278.18584722812864,33,высшее,0,гражданский брак,1,M,сотрудник,0,434702.8582726589,покупка жилья для семьи
0,,30,среднее,1,Не женат / не замужем,4,M,сотрудник,0,,покупка коммерческой недвижимости
0,347776.8626746339,57,среднее,1,вдовец / вдова,2,F,пенсионер,0,57010.820457526366,получение высшего образования
0,,32,среднее,1,женат / замужем,0,M,сотрудник,0,,покупка жилой недвижимости
0,379958.8600050981,62,среднее,1,женат / замужем,0,F,пенсионер,1,78125.18421553036,недвижимость
0,380729.6850732045,63,среднее,1,женат / замужем,0,F,пенсионер,0,207231.59798662298,свой автомобиль
0,-314.6880078968578,50,среднее,1,женат / замужем,0,M,компаньон,0,97926.16209349764,ремонт жилью
0,-1497.1987539039487,42,среднее,1,гражданский брак,1,F,сотрудник,0,156590.81598838288,сыграть свадьбу
0,-810.8755679868701,25,высшее,0,женат / замужем,0,F,сотрудник,0,76020.53578232342,операции со своей недвижимостью
0,-1063.2399253060955,39,неоконченное высшее,2,женат / замужем,0,F,сотрудник,0,141944.01516181062,получение высшего образования
0,-4005.4325969624215,45,среднее,1,женат / замужем,0,M,компаньон,0,326204.0514998107,операции с жильем
0,-973.8960250291724,46,высшее,0,женат / замужем,0,F,сотрудник,0,154815.57430209624,покупка своего жилья
0,-1871.7550176322366,53,среднее,1,женат / замужем,0,M,сотрудник,0,255362.59718018194,свой автомобиль
0,-1956.28425792985,42,высшее,0,женат / замужем,0,F,сотрудник,0,245090.8958267467,получение дополнительного образования
0,-3658.9356473103294,36,СРЕДНЕЕ,1,женат / замужем,0,F,компаньон,0,128200.05505948355,автомобиль
0,-7134.161597965872,42,среднее,1,женат / замужем,0,F,сотрудник,0,53424.981325704764,недвижимость
0,344816.0436450312,64,среднее,1,женат / замужем,0,F,пенсионер,0,255643.8146905025,покупка своего жилья
0,,61,среднее,1,Не женат / не замужем,4,F,пенсионер,0,,строительство собственной недвижимости
2,-563.4934310595443,31,высшее,0,женат / замужем,0,M,компаньон,1,182787.87031511008,автомобиль
2,,39,среднее,1,гражданский брак,1,F,сотрудник,0,,сыграть свадьбу
1,-1317.5593525248125,26,среднее,1,гражданский брак,1,F,компаньон,0,130037.7075821624,свадьба
0,372437.5677441884,70,среднее,1,женат / замужем,0,F,пенсионер,0,86417.92439551593,высшее образование
0,344001.9987919404,40,среднее,1,женат / замужем,0,M,пенсионер,1,101460.77645750047,покупка жилья для семьи
1,,37,высшее,0,женат / замужем,0,F,компаньон,0,,операции с коммерческой недвижимостью
2,-2647.2830573884657,32,среднее,1,женат / замужем,0,M,госслужащий,0,419912.5758974947,получение образования
0,-5662.4705579142565,54,среднее,1,женат / замужем,0,F,сотрудник,0,203062.19734582398,покупка жилья для сдачи
0,-2996.021898033229,32,высшее,0,Не женат / не замужем,4,F,компаньон,1,362558.8276550069,покупка жилья
1,-3892.1277521633974,35,среднее,1,женат / замужем,0,F,сотрудник,0,190813.53837835198,покупка недвижимости
0,-3157.754939861652,56,среднее,1,женат / замужем,0,F,госслужащий,0,117567.01856054852,дополнительное образование
0,,47,среднее,1,женат / замужем,0,F,госслужащий,0,,покупка коммерческой недвижимости
0,-756.6705456184199,49,среднее,1,женат / замужем,0,M,сотрудник,0,341201.14635761763,автомобиль
1,-9202.016707854697,48,среднее,1,женат / замужем,0,F,сотрудник,0,69610.33097164879,заняться образованием
2,-356.9399290288752,39,среднее,1,женат / замужем,0,M,сотрудник,0,140117.89276203446,на покупку своего автомобиля
0,-4456.964135622982,36,среднее,1,женат / замужем,0,M,сотрудник,0,231587.83666709185,образование
0,-1783.6317427273975,26,среднее,1,Не женат / не замужем,4,M,сотрудник,1,96981.65857208637,профильное образование
0,355035.1017735018,51,среднее,1,вдовец / вдова,2,F,пенсионер,0,42091.30929390295,покупка коммерческой недвижимости
0,,42,среднее,1,в разводе,3,F,сотрудник,0,,образование
2,-327.3908009619411,36,среднее,1,женат / замужем,0,M,компаньон,0,172549.20741768176,дополнительное образование
0,,50,среднее,1,женат / замужем,0,F,сотрудник,0,,автомобили
1,-1864.1656139853505,34,высшее,0,женат / замужем,0,M,госслужащий,0,288643.1706101548,жилье
0,-3415.55765277479,38,высшее,0,в разводе,3,M,сотрудник,1,184890.3840587184,ремонт жилью
1,-583.1863885256926,35,среднее,1,гражданский брак,1,M,сотрудник,0,166031.08638148778,свадьба
3,-221.81408190966096,38,среднее,1,женат / замужем,0,M,госслужащий,0,177141.00882393692,дополнительное образование
0,-5798.359203444908,32,среднее,1,гражданский брак,1,F,сотрудник,0,53729.51860224298,на проведение свадьбы
1,-2937.4621161111518,45,высшее,0,в разводе,3,F,сотрудник,0,332336.3089905902,недвижимость
1,-1357.8374230671022,27,среднее,1,женат / замужем,0,F,сотрудник,0,92897.43501527476,недвижимость
0,352858.2051800509,69,начальное,3,женат / замужем,0,F,пенсионер,0,98095.38000794048,получение образования
0,361524.7750323396,55,среднее,1,вдовец / вдова,2,F,пенсионер,0,151969.46135403228,высшее образование
2,-6757.484244286025,41,высшее,0,гражданский брак,1,F,сотрудник,0,86439.41251421746,на проведение свадьбы
0,-438.95084367813337,55,среднее,1,женат / замужем,0,F,сотрудник,0,142679.82295588034,операции со своей недвижимостью
0,-1529.77821903921,56,среднее,1,женат / замужем,0,F,сотрудник,0,214251.92317933385,жилье
1,-536.6416309975621,26,среднее,1,в разводе,3,F,компаньон,0,136657.8814700352,строительство собственной недвижимости
2,-3896.7051217995104,25,среднее,1,Не женат / не замужем,4,F,госслужащий,0,139701.7081161643,покупка жилья для сдачи
0,-477.1954249900495,40,среднее,1,в разводе,3,F,сотрудник,0,199429.9794515107,сделка с подержанным автомобилем
0,-3464.010059323855,47,среднее,1,женат / замужем,0,F,сотрудник,1,94212.05324908774,профильное образование
0,,61,высшее,0,женат / замужем,0,M,сотрудник,0,,сделка с подержанным автомобилем
0,-228.99822326963462,43,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,0,284953.27808863955,на покупку своего автомобиля
1,-1851.200013365976,36,высшее,0,гражданский брак,1,F,сотрудник,0,1286280.9987069715,покупка коммерческой недвижимости
0,-14103.863413698578,56,среднее,1,женат / замужем,0,M,сотрудник,0,147530.98500340738,операции с коммерческой недвижимостью
0,,52,неоконченное высшее,2,гражданский брак,1,F,компаньон,0,,покупка жилья для семьи
0,396046.5022366885,62,среднее,1,вдовец / вдова,2,F,пенсионер,0,113742.5096199426,дополнительное образование
1,-4122.460568590293,45,высшее,0,женат / замужем,0,F,сотрудник,0,228104.03362336435,операции с коммерческой недвижимостью
1,-684.5865926778092,37,среднее,1,в разводе,3,F,сотрудник,1,81377.99456575037,получение высшего образования
0,-742.201082195978,0,среднее,1,гражданский брак,1,F,компаньон,0,198911.88232230148,на покупку автомобиля
1,-3020.589251531337,29,среднее,1,женат / замужем,0,F,сотрудник,0,49318.32025210613,недвижимость
2,-927.046880623596,43,среднее,1,женат / замужем,0,M,сотрудник,1,101302.05128530363,дополнительное образование
0,-1068.272943632501,40,среднее,1,женат / замужем,0,M,компаньон,0,153555.89636921216,операции с недвижимостью
1,-2306.178096913813,28,среднее,1,женат / замужем,0,F,сотрудник,0,165827.41750039524,свой автомобиль
1,367794.3251560337,62,среднее,1,гражданский брак,1,F,пенсионер,0,88043.43120902171,на проведение свадьбы
0,-5078.550816422049,29,среднее,1,в разводе,3,F,госслужащий,0,82746.83899059653,покупка коммерческой недвижимости
0,-2397.072980830102,40,среднее,1,женат / замужем,0,M,сотрудник,0,282943.58064064843,ремонт жилью
0,-148.37204686476522,44,высшее,0,женат / замужем,0,M,сотрудник,1,79554.29417013978,автомобиль
0,-4475.481436880449,36,высшее,0,женат / замужем,0,M,сотрудник,0,386378.63125800795,на покупку своего автомобиля
2,-4228.648576658666,41,среднее,1,женат / замужем,0,F,сотрудник,0,203765.43355228493,на покупку автомобиля
1,,53,среднее,1,женат / замужем,0,F,сотрудник,0,,покупка жилой недвижимости
0,,42,среднее,1,женат / замужем,0,F,компаньон,0,,получение высшего образования
0,,33,СРЕДНЕЕ,1,гражданский брак,1,M,сотрудник,0,,сделка с подержанным автомобилем
0,,55,среднее,1,женат / замужем,0,F,госслужащий,0,,покупка жилья для сдачи
0,-3402.712740801633,47,среднее,1,женат / замужем,0,F,сотрудник,0,88509.05536646959,покупка своего жилья
2,-1241.8206796143274,26,Среднее,1,женат / замужем,0,F,сотрудник,1,80233.33088605532,автомобили
0,-3506.868861955474,66,высшее,0,Не женат / не замужем,4,F,компаньон,0,183123.5250333989,операции со своей недвижимостью
0,-279.6300442761012,27,среднее,1,гражданский брак,1,F,компаньон,0,164022.69822152384,на проведение свадьбы
0,-2315.370850014556,42,среднее,1,гражданский брак,1,M,компаньон,0,139192.84597706312,сделка с подержанным автомобилем
0,-2392.887050689454,51,СРЕДНЕЕ,1,женат / замужем,0,M,сотрудник,0,268066.25261053786,операции с недвижимостью
0,-494.20299041817435,27,высшее,0,Не женат / не замужем,4,M,сотрудник,0,201085.41975865312,покупка недвижимости
0,-3158.0596784322884,51,среднее,1,женат / замужем,0,M,компаньон,0,183277.28131706046,операции со своей недвижимостью
0,-1791.0403184610916,44,среднее,1,Не женат / не замужем,4,M,сотрудник,0,184250.9885834437,приобретение автомобиля
0,-1183.5055378678014,22,среднее,1,гражданский брак,1,M,сотрудник,0,160970.7871498153,свадьба
1,-2932.0773747221706,31,среднее,1,женат / замужем,0,M,компаньон,0,112123.79364885284,покупка жилья
1,-3400.4420005652514,48,среднее,1,Не женат / не замужем,4,F,компаньон,0,165696.35772782235,строительство жилой недвижимости
0,381430.4276163017,60,среднее,1,вдовец / вдова,2,F,пенсионер,1,184510.3651670278,образование
0,,63,среднее,1,в разводе,3,F,пенсионер,0,,строительство собственной недвижимости
1,-690.0449506021664,45,Высшее,0,женат / замужем,0,F,сотрудник,0,133548.84076906426,покупка жилья
2,-5437.303642440658,41,высшее,0,гражданский брак,1,F,сотрудник,0,167287.6603241757,сыграть свадьбу
0,-523.1511463190809,36,ВЫСШЕЕ,0,Не женат / не замужем,4,M,сотрудник,0,370099.1399121863,покупка жилой недвижимости
-1,-3438.4630238099517,59,среднее,1,женат / замужем,0,F,сотрудник,0,219874.01234515145,операции с жильем
1,-5368.461853645712,45,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,0,78511.7659709209,автомобили
2,-4245.519791553972,30,среднее,1,женат / замужем,0,F,компаньон,0,136466.36115047248,дополнительное образование
0,347001.0365897226,60,среднее,1,женат / замужем,0,M,пенсионер,0,164952.36868204194,получение высшего образования
1,-935.579116708927,39,высшее,0,женат / замужем,0,F,сотрудник,0,163838.58682631096,на покупку подержанного автомобиля
1,-1575.8699427521565,45,среднее,1,женат / замужем,0,F,сотрудник,0,136921.21715663857,операции с жильем
0,,46,среднее,1,гражданский брак,1,F,сотрудник,0,,операции с недвижимостью
1,,62,среднее,1,женат / замужем,0,F,сотрудник,0,,операции с жильем
0,,47,СРЕДНЕЕ,1,женат / замужем,0,F,компаньон,0,,покупка недвижимости
0,-1581.687050645492,46,неоконченное высшее,2,женат / замужем,0,F,компаньон,0,121537.73396506932,ремонт жилью
0,-1668.3415422573585,41,среднее,1,женат / замужем,0,F,госслужащий,0,285524.8656366387,операции с жильем
0,398800.8965063803,63,среднее,1,женат / замужем,0,M,пенсионер,0,94668.76169133103,покупка своего жилья
0,-206.01336775617526,25,высшее,0,Не женат / не замужем,4,F,сотрудник,0,134589.03547031266,на покупку своего автомобиля
0,-1459.6786986509253,34,среднее,1,в разводе,3,F,сотрудник,0,242570.6325323409,покупка жилья для сдачи
0,370324.85558058,64,среднее,1,Не женат / не замужем,4,F,пенсионер,0,112658.86910376573,покупка жилья для сдачи
1,-2493.044167314569,52,СРЕДНЕЕ,1,женат / замужем,0,M,компаньон,0,134305.75336073336,операции с коммерческой недвижимостью
0,-1330.4390797194278,27,среднее,1,гражданский брак,1,M,сотрудник,0,165545.90341720663,строительство жилой недвижимости
2,-1188.289712276047,37,Среднее,1,женат / замужем,0,F,сотрудник,0,149230.88298955082,покупка жилья
2,-200.40795383511195,41,среднее,1,женат / замужем,0,F,компаньон,0,218789.84336680087,строительство недвижимости
0,-206.3949935029265,49,среднее,1,Не женат / не замужем,4,M,сотрудник,0,138700.72031525956,строительство жилой недвижимости
1,-3374.111294349477,27,неоконченное высшее,2,женат / замужем,0,F,компаньон,0,191217.6058451568,высшее образование
1,-3273.749706096987,41,среднее,1,женат / замужем,0,M,сотрудник,0,116885.70835330836,операции с жильем
2,-1570.549559043356,34,среднее,1,Не женат / не замужем,4,F,сотрудник,0,114230.35766034301,покупка своего жилья
0,389557.34009320976,53,высшее,0,женат / замужем,0,F,пенсионер,0,128796.85274616275,автомобили
0,384760.8529603622,59,среднее,1,женат / замужем,0,F,пенсионер,0,66169.85687847255,свой автомобиль
1,-241.30533002762826,32,среднее,1,женат / замужем,0,F,компаньон,0,102205.68983572467,операции с коммерческой недвижимостью
0,-932.9086868723888,34,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,0,140960.06125974926,на покупку подержанного автомобиля
0,-871.3238145996605,49,высшее,0,женат / замужем,0,M,сотрудник,0,156700.31420775646,получение образования
1,-1330.2819006858333,41,высшее,0,женат / замужем,0,F,сотрудник,0,79213.38751658483,на покупку своего автомобиля
2,-3037.259073868925,28,СРЕДНЕЕ,1,женат / замужем,0,F,компаньон,0,126071.03642859006,строительство собственной недвижимости
0,-5280.437681278562,51,среднее,1,женат / замужем,0,F,компаньон,0,94799.45218824278,операции с недвижимостью
0,,57,среднее,1,женат / замужем,0,F,пенсионер,0,,строительство жилой недвижимости
0,-4666.978548086478,49,среднее,1,женат / замужем,0,F,сотрудник,0,76606.47384665122,покупка жилья
1,-2240.0611095531162,43,среднее,1,женат / замужем,0,F,компаньон,0,263617.3620072719,покупка жилья для семьи
2,-3835.156847356117,31,высшее,0,женат / замужем,0,F,госслужащий,0,97929.86482101752,операции с недвижимостью
0,-1114.059118238318,47,высшее,0,гражданский брак,1,F,сотрудник,0,211106.92317598488,заняться высшим образованием
0,-4009.567102609446,49,среднее,1,женат / замужем,0,M,сотрудник,0,88463.62577427029,свой автомобиль
3,-2336.129251527688,30,высшее,0,женат / замужем,0,F,сотрудник,0,161659.68599355992,покупка жилой недвижимости
1,-1598.6641811394452,39,среднее,1,женат / замужем,0,M,компаньон,0,204207.78245885725,операции со своей недвижимостью
0,-476.288251745288,38,среднее,1,женат / замужем,0,F,сотрудник,0,130408.4142043919,покупка своего жилья
0,-648.6512129349777,28,высшее,0,Не женат / не замужем,4,F,сотрудник,0,98974.68630334036,дополнительное образование
1,-559.6118592841096,51,среднее,1,в разводе,3,F,сотрудник,0,90561.54524098463,покупка жилья для сдачи
0,335074.2524242984,62,среднее,1,женат / замужем,0,M,пенсионер,0,165117.24136105887,операции со своей недвижимостью
0,-3176.6550341443394,39,высшее,0,женат / замужем,0,F,госслужащий,0,282918.26092484314,покупка жилья
3,335188.68677094753,38,среднее,1,женат / замужем,0,F,пенсионер,0,104207.11957190622,жилье
0,391925.4201649085,55,среднее,1,женат / замужем,0,F,пенсионер,0,98246.55606311164,операции с жильем
0,332281.62972399173,59,высшее,0,женат / замужем,0,F,пенсионер,1,242386.89773893825,операции с жильем
0,-1213.5638783715324,33,Среднее,1,гражданский брак,1,M,сотрудник,1,636435.2134926091,операции с коммерческой недвижимостью
0,329416.87424530287,71,СРЕДНЕЕ,1,вдовец / вдова,2,F,пенсионер,0,39406.48369108833,покупка жилой недвижимости
1,-11785.139927529528,60,среднее,1,вдовец / вдова,2,F,госслужащий,0,93307.70252114572,покупка своего жилья
1,-4373.284190077921,52,высшее,0,Не женат / не замужем,4,F,компаньон,0,641731.9915197181,покупка жилья для сдачи
2,-507.3183412567797,33,ВЫСШЕЕ,0,женат / замужем,0,F,сотрудник,0,159393.81289093645,операции с жильем
2,-1165.4080981535174,32,высшее,0,женат / замужем,0,F,сотрудник,0,154521.0953582153,покупка жилья для семьи
0,-221.7113868399561,38,среднее,1,гражданский брак,1,M,компаньон,0,262114.03394382808,высшее образование
0,-2270.156400205681,23,среднее,1,женат / замужем,0,F,сотрудник,0,99481.03026590278,покупка жилья для семьи
0,-254.6195980404506,36,среднее,1,гражданский брак,1,M,компаньон,0,81040.53210016893,свадьба
0,-730.4095645884979,63,среднее,1,в разводе,3,F,компаньон,0,150665.89153284096,заняться высшим образованием
0,-1734.742191749902,54,среднее,1,женат / замужем,0,F,сотрудник,0,132725.48331141262,ремонт жилью
0,,50,Среднее,1,женат / замужем,0,F,пенсионер,0,,покупка жилья для сдачи
0,-495.34846373201776,57,среднее,1,Не женат / не замужем,4,M,сотрудник,0,97777.26628109172,операции с коммерческой недвижимостью
0,,53,высшее,0,женат / замужем,0,F,пенсионер,0,,операции с жильем
0,-1832.869678181325,52,среднее,1,Не женат / не замужем,4,F,компаньон,0,172064.86799029924,покупка жилой недвижимости
0,-2392.7244845835307,36,среднее,1,женат / замужем,0,F,сотрудник,0,119440.33130633265,недвижимость
0,-1523.553348392223,45,среднее,1,гражданский брак,1,M,сотрудник,1,114387.81253136069,свадьба
0,-4818.374895402672,59,высшее,0,гражданский брак,1,M,сотрудник,0,318394.5038693829,на проведение свадьбы
0,-601.6424976736889,37,высшее,0,в разводе,3,F,сотрудник,0,150214.30215334648,покупка своего жилья
0,385905.9209209653,60,среднее,1,вдовец / вдова,2,F,пенсионер,0,274834.4394714215,на покупку своего автомобиля
0,378398.58648954146,63,среднее,1,гражданский брак,1,F,пенсионер,0,121360.35372564195,свадьба
0,-1051.5153715483657,40,среднее,1,женат / замужем,0,M,сотрудник,0,101729.63585605256,ремонт жилью
0,-3715.9723690401984,42,среднее,1,женат / замужем,0,M,госслужащий,0,142327.70952702212,строительство жилой недвижимости
2,-4277.229432367577,47,среднее,1,в разводе,3,F,госслужащий,0,217431.6536417953,получение образования
0,342842.7392521034,55,среднее,1,Не женат / не замужем,4,F,пенсионер,0,124938.78001490985,покупка жилья
1,-1187.0443736751165,33,среднее,1,женат / замужем,0,F,сотрудник,0,170769.4033756049,на покупку подержанного автомобиля
0,340144.67326961947,67,среднее,1,женат / замужем,0,M,пенсионер,0,171562.2487947786,жилье
