Пол,Возраст,Зарплата,Члены семьи,Страховые выплаты
0,52.0,32500.0,1,2
0,31.0,43800.0,1,0
0,21.0,33400.0,1,0
0,31.0,35600.0,0,0
0,32.0,34900.0,2,0
1,36.0,52100.0,2,0
1,37.0,52400.0,0,0
1,28.0,46600.0,1,0
0,46.0,38900.0,1,1
1,18.0,50200.0,0,0
0,35.0,33700.0,0,0
1,47.0,37700.0,1,1
0,37.0,51500.0,1,0
1,41.0,24300.0,0,0
0,23.0,23500.0,2,0
1,27.0,29300.0,0,0
1,34.0,55100.0,0,0
1,27.0,43600.0,1,0
0,22.0,44200.0,1,0
1,41.0,40900.0,0,0
0,40.0,49900.0,1,0
1,36.0,49100.0,0,0
1,26.0,33700.0,0,0
1,20.0,50900.0,3,0
1,27.0,34200.0,0,0
1,27.0,20200.0,2,0
0,26.0,45600.0,0,0
0,19.0,35000.0,0,0
1,28.0,46700.0,1,0
0,43.0,35600.0,2,1
1,31.0,30500.0,1,0
0,21.0,35700.0,1,0
0,20.0,29300.0,3,0
0,27.0,50500.0,1,0
0,29.0,54900.0,0,0
0,23.0,30700.0,3,0
1,30.0,70600.0,0,0
0,29.0,37000.0,1,0
1,30.0,49900.0,1,0
0,36.0,28300.0,2,0
0,22.0,43300.0,0,0
1,38.0,33200.0,2,0
1,20.0,47700.0,0,0
0,31.0,44900.0,1,0
0,18.0,38000.0,2,0
0,22.0,42000.0,2,0
1,19.0,49700.0,0,0
1,40.0,42700.0,3,0
1,22.0,36800.0,0,0
0,22.0,50500.0,1,0
1,26.0,38000.0,2,0
0,27.0,35500.0,1,0
1,21.0,41200.0,4,0
0,35.0,38800.0,1,0
1,27.0,29200.0,2,0
0,31.0,52500.0,1,0
0,29.0,40900.0,1,0
1,46.0,44600.0,2,1
1,29.0,45200.0,0,0
0,22.0,45700.0,0,0
1,20.0,45800.0,1,0
0,52.0,34000.0,0,2
1,44.0,48500.0,1,1
1,22.0,53000.0,2,0
1,22.0,32800.0,0,0
0,39.0,53800.0,1,0
1,32.0,40100.0,0,0
0,18.0,42900.0,1,0
0,39.0,30200.0,2,0
1,38.0,42300.0,2,0
1,45.0,35800.0,0,1
0,24.0,31300.0,1,0
1,30.0,54900.0,1,0
0,33.0,41500.0,1,0
1,49.0,47700.0,1,2
1,19.0,45100.0,1,0
1,33.0,33200.0,1,0
1,50.0,43000.0,2,2
0,23.0,47600.0,0,0
1,36.0,30200.0,1,0
0,45.0,43600.0,1,1
1,26.0,43900.0,0,0
1,19.0,44400.0,0,0
0,21.0,45300.0,2,0
1,40.0,44800.0,0,0
0,31.0,17700.0,1,0
1,27.0,44900.0,1,0
1,19.0,51900.0,1,0
0,47.0,43400.0,0,1
1,34.0,34100.0,6,0
1,31.0,36600.0,3,0
0,25.0,53900.0,2,0
0,27.0,34600.0,1,0
0,27.0,37100.0,1,0
0,24.0,36600.0,0,0
1,43.0,24700.0,1,1
0,47.0,42700.0,1,1
0,53.0,45200.0,0,2
1,27.0,19700.0,2,0
0,26.0,48700.0,2,0
0,27.0,49900.0,1,0
1,33.0,30200.0,0,0
1,32.0,36800.0,1,0
1,35.0,43000.0,0,0
0,22.0,47100.0,0,0
0,28.0,39300.0,2,0
1,19.0,46700.0,1,0
0,22.0,43400.0,1,0
1,24.0,54800.0,1,0
1,30.0,48900.0,1,0
1,39.0,19900.0,1,0
1,39.0,18900.0,0,0
0,21.0,53600.0,0,0
1,34.0,42300.0,1,0
0,22.0,34200.0,4,0
0,20.0,40400.0,2,0
1,39.0,33400.0,1,0
1,19.0,24800.0,1,0
1,27.0,46600.0,1,0
1,28.0,44500.0,1,0
0,24.0,46800.0,0,0
1,45.0,32299.999999999996,2,1
1,38.0,40400.0,0,0
1,44.0,26400.0,2,1
1,21.0,47400.0,5,0
0,37.0,42700.0,0,0
0,21.0,32200.000000000004,1,0
0,27.0,48700.0,0,0
0,26.0,42200.0,0,0
0,39.0,44600.0,3,0
0,30.0,51100.0,0,0
1,24.0,34300.0,0,0
1,32.0,31800.0,0,0
1,41.0,38800.0,1,0
0,37.0,34800.0,1,0
1,19.0,41600.0,1,0
0,18.0,30400.0,1,0
0,33.0,23200.0,2,0
0,23.0,31200.0,1,0
1,26.0,28800.0,1,0
0,45.0,41000.0,0,1
1,46.0,55000.0,2,1
1,39.0,35000.0,1,0
1,38.0,42200.0,2,0
1,34.0,42300.0,3,0
0,34.0,29000.0,2,0
0,28.0,41700.0,0,0
1,36.0,25600.0,1,0
1,22.0,38000.0,1,0
0,21.0,38200.0,2,0
0,30.0,33900.0,0,0
1,28.0,47600.0,0,0
0,45.0,40900.0,1,1
1,35.0,32600.0,1,0
0,24.0,40000.0,0,0
1,38.0,35900.0,1,0
0,42.0,50400.0,2,0
1,33.0,44300.0,2,0
1,28.0,49200.0,0,0
0,21.0,37100.0,3,0
1,22.0,30800.0,0,0
1,45.0,41400.0,0,1
0,38.0,30900.0,0,0
0,23.0,29900.0,3,0
1,25.0,28700.0,1,0
0,22.0,36900.0,1,0
1,32.0,63100.0,1,0
1,41.0,49600.0,0,0
1,34.0,50800.0,0,0
1,29.0,52500.0,0,0
0,38.0,29300.0,1,0
1,40.0,44500.0,0,0
1,23.0,39300.0,2,0
1,26.0,54400.0,1,0
0,24.0,35800.0,4,0
0,34.0,38900.0,2,0
0,30.0,20900.0,0,0
0,24.0,39800.0,1,0
1,25.0,50900.0,0,0
1,24.0,27300.0,1,0
1,21.0,59200.0,1,0
1,34.0,54200.0,0,0
1,26.0,36600.0,0,0
0,29.0,47800.0,0,0
1,34.0,37700.0,3,0
0,20.0,14700.0,0,0
0,31.0,37800.0,1,0
0,40.0,29200.0,2,0
0,36.0,28000.0,2,0
1,28.0,36700.0,1,0
1,30.0,45800.0,0,0
1,30.0,37000.0,0,0
0,44.0,53100.0,2,1
0,22.0,35800.0,1,0
0,30.0,34500.0,2,0
1,28.0,44000.0,2,0
1,21.0,42700.0,2,0
1,49.0,39500.0,0,2
1,47.0,33400.0,1,1
1,33.0,37500.0,0,0
1,32.0,47100.0,1,0
1,44.0,29900.0,1,1
0,22.0,31800.0,0,0
1,38.0,43500.0,0,0
0,27.0,49200.0,2,0
0,33.0,24400.0,1,0
0,26.0,49600.0,1,0
1,28.0,39000.0,2,0
1,23.0,43000.0,1,0
0,39.0,42500.0,0,0
0,23.0,49700.0,0,0
0,19.0,40100.0,1,0
0,32.0,21800.0,0,0
0,38.0,44200.0,3,0
1,24.0,42000.0,3,0
0,47.0,43100.0,0,1
0,24.0,46500.0,0,0
0,19.0,32100.0,0,0
1,33.0,55200.0,0,0
1,20.0,29200.0,0,0
1,24.0,44300.0,1,0
0,22.0,50500.0,3,0
1,49.0,37900.0,5,1
1,20.0,42400.0,3,0
0,29.0,39500.0,2,0
1,27.0,41800.0,1,0
1,19.0,29400.0,1,0
0,23.0,46800.0,3,0
1,21.0,28200.0,0,0
0,29.0,34800.0,0,0
0,20.0,34000.0,2,0
0,45.0,34200.0,1,1
1,21.0,68000.0,2,0
1,21.0,47900.0,2,0
1,39.0,48200.0,2,0
0,32.0,22900.0,6,0
0,31.0,31500.0,1,0
0,42.0,36000.0,3,0
1,21.0,43500.0,2,0
0,26.0,35300.0,1,0
1,42.0,42900.0,3,0
0,23.0,40500.0,3,0
0,39.0,38500.0,0,0
0,37.0,16500.0,3,0
1,25.0,23500.0,0,0
0,37.0,26300.0,2,0
0,29.0,47200.0,2,0
0,23.0,41700.0,0,0
1,41.0,47100.0,1,0
1,21.0,34700.0,1,0
1,22.0,33900.0,0,0
1,20.0,36100.0,0,0
1,20.0,47500.0,3,0
0,33.0,47500.0,0,0
0,35.0,49700.0,2,0
1,23.0,41100.0,2,0
0,25.0,30000.0,3,0
1,31.0,30300.0,0,0
0,30.0,52600.0,2,0
1,21.0,41300.0,0,0
0,26.0,22100.0,1,0
1,21.0,50200.0,0,0
0,22.0,22600.0,0,0
0,32.0,53200.0,0,0
1,24.0,44200.0,1,0
1,21.0,40200.0,1,0
1,36.0,27800.0,2,0
0,18.0,45800.0,0,0
1,19.0,48900.0,0,0
0,19.0,27500.0,0,0
0,37.0,49600.0,2,0
0,32.0,42400.0,2,0
1,21.0,33300.0,3,0
1,45.0,40500.0,2,1
0,46.0,47900.0,1,1
1,37.0,31500.0,1,0
1,51.0,40500.0,1,2
0,22.0,22900.0,3,0
0,42.0,40300.0,4,0
0,35.0,30100.0,0,0
0,20.0,29900.0,0,0
1,37.0,60100.0,3,0
0,20.0,44200.0,4,0
0,20.0,46800.0,2,0
1,26.0,43900.0,0,0
1,36.0,37700.0,1,0
0,25.0,49700.0,0,0
0,32.0,45900.0,1,0
0,33.0,40900.0,2,0
0,28.0,19600.0,1,0
1,27.0,32299.999999999996,1,0
1,42.0,32400.0,0,1
1,38.0,45700.0,1,0
0,41.0,24500.0,0,0
1,20.0,47900.0,1,0
0,47.0,40300.0,0,1
0,23.0,27900.0,1,0
1,20.0,39200.0,1,0
0,35.0,39300.0,1,0
1,24.0,48200.0,2,0
1,56.0,40400.0,0,3
1,23.0,43500.0,1,0
0,24.0,20500.0,0,0
0,26.0,36000.0,0,0
0,34.0,37300.0,4,0
1,20.0,50000.0,1,0
1,39.0,36000.0,0,0
0,29.0,36800.0,1,0
1,29.0,47500.0,0,0
0,22.0,46600.0,3,0
1,32.0,48700.0,1,0
1,22.0,47500.0,0,0
1,39.0,23900.0,0,0
1,24.0,25400.0,0,0
0,36.0,62100.0,0,0
1,34.0,25900.0,1,0
1,24.0,46100.0,2,0
0,38.0,48100.0,1,0
1,29.0,32000.0,4,0
1,21.0,37200.0,1,0
0,36.0,31500.0,2,0
0,36.0,31700.0,1,0
1,41.0,44700.0,1,0
0,18.0,43400.0,1,0
0,25.0,40200.0,2,0
0,39.0,51200.0,2,0
0,40.0,26600.0,2,0
1,18.0,45800.0,1,0
0,19.0,56200.0,0,0
0,23.0,28400.0,1,0
0,25.0,58000.0,0,0
1,34.0,33600.0,1,0
1,36.0,24300.0,3,0
1,21.0,25900.0,1,0
1,32.0,35500.0,0,0
0,36.0,48400.0,4,0
1,22.0,32200.000000000004,1,0
0,25.0,46200.0,0,0
1,26.0,71400.0,0,0
1,28.0,43900.0,0,0
1,20.0,46700.0,0,0
1,39.0,24300.0,2,0
1,39.0,42300.0,0,0
0,21.0,40400.0,3,0
0,28.0,29400.0,3,0
1,23.0,47700.0,2,0
1,25.0,47300.0,2,0
0,18.0,43500.0,0,0
0,22.0,49000.0,1,0
0,18.0,44000.0,0,0
1,44.0,34100.0,0,1
1,45.0,41900.0,2,1
0,28.0,33800.0,1,0
1,49.0,36300.0,2,2
0,21.0,43100.0,1,0
0,38.0,39300.0,0,0
1,20.0,28900.0,1,0
1,31.0,42000.0,1,0
0,36.0,53200.0,0,0
0,45.0,32800.0,3,1
0,45.0,44900.0,0,1
1,25.0,43900.0,5,0
1,32.0,40000.0,1,0
1,34.0,39400.0,3,0
1,21.0,39300.0,1,0
0,23.0,34300.0,1,0
0,32.0,10000.0,1,0
1,28.0,31700.0,0,0
1,23.0,50100.0,0,0
1,50.0,27000.0,1,2
0,19.0,31600.0,3,0
0,25.0,29900.0,1,0
1,43.0,45900.0,3,1
0,42.0,46000.0,1,1
1,21.0,23500.0,0,0
1,31.0,35400.0,2,0
0,33.0,59300.0,2,0
1,21.0,31000.0,0,0
1,27.0,11300.0,0,0
1,29.0,41600.0,1,0
0,30.0,43500.0,2,0
0,32.0,46800.0,0,0
0,19.0,33900.0,0,0
0,31.0,37200.0,1,0
0,31.0,60100.0,1,0
0,60.0,27900.0,0,4
0,36.0,22800.0,2,0
1,20.0,60900.0,4,0
0,27.0,34200.0,2,0
1,26.0,42200.0,1,0
0,34.0,55200.0,2,0
1,21.0,32900.0,1,0
1,33.0,43600.0,1,0
0,39.0,33800.0,0,0
1,19.0,30000.0,1,0
0,52.0,52400.0,2,2
0,23.0,45200.0,0,0
0,36.0,46700.0,2,0
1,53.0,29700.0,1,2
1,26.0,36000.0,1,0
1,43.0,48300.0,0,1
0,30.0,47900.0,1,0
0,20.0,30000.0,1,0
1,18.0,44100.0,1,0
1,39.0,53000.0,0,0
0,26.0,30600.0,2,0
1,22.0,26800.0,1,0
1,36.0,44100.0,2,0
1,39.0,27900.0,0,0
1,28.0,44400.0,1,0
0,25.0,33900.0,3,0
1,21.0,29500.0,0,0
1,21.0,36900.0,3,0
1,44.0,28400.0,0,1
1,19.0,43200.0,1,0
0,21.0,42700.0,1,0
1,42.0,36200.0,0,1
0,30.0,42800.0,0,0
1,26.0,26200.0,4,0
1,41.0,30200.0,0,0
1,32.0,33400.0,1,0
0,41.0,48000.0,1,0
1,33.0,37100.0,0,0
0,49.0,60300.0,1,2
1,22.0,48200.0,4,0
0,25.0,50400.0,1,0
1,30.0,37200.0,1,0
0,20.0,34800.0,0,0
1,40.0,41100.0,0,0
0,43.0,53200.0,1,1
0,36.0,53200.0,2,0
0,36.0,34300.0,1,0
1,40.0,32200.000000000004,3,0
0,31.0,21300.0,1,0
0,27.0,41700.0,0,0
1,31.0,57200.0,3,0
0,40.0,27200.0,1,0
1,27.0,57300.0,1,0
0,30.0,42400.0,0,0
1,46.0,53900.0,0,1
0,28.0,41300.0,0,0
1,31.0,30100.0,0,0
0,20.0,40500.0,5,0
0,43.0,19600.0,3,1
0,44.0,24600.0,3,1
1,48.0,41300.0,1,1
1,40.0,55500.0,0,0
0,27.0,42400.0,1,0
0,28.0,43000.0,0,0
0,39.0,51500.0,1,0
1,25.0,36100.0,2,0
0,39.0,30100.0,1,0
0,22.0,37800.0,1,0
1,26.0,22700.0,3,0
1,36.0,43500.0,1,0
1,32.0,35500.0,1,0
0,49.0,40000.0,0,2
0,42.0,59500.0,1,1
0,41.0,34400.0,1,0
1,34.0,46700.0,1,0
1,38.0,42800.0,1,0
1,52.0,54700.0,0,2
0,31.0,29300.0,2,0
0,35.0,42500.0,0,0
1,39.0,30800.0,1,0
0,20.0,48600.0,0,0
1,19.0,25700.0,2,0
0,44.0,25300.0,1,1
0,22.0,45800.0,1,0
0,19.0,35200.0,0,0
0,43.0,25800.0,0,1
1,38.0,48400.0,1,0
0,37.0,54100.0,1,0
1,30.0,57200.0,1,0
0,38.0,39100.0,0,0
0,40.0,42000.0,0,0
0,32.0,59300.0,3,0
0,37.0,34700.0,1,0
0,47.0,43900.0,0,1
1,28.0,39800.0,2,0
1,37.0,33900.0,1,0
0,21.0,33200.0,1,0
0,26.0,47500.0,0,0
1,27.0,45900.0,0,0
1,30.0,52600.0,4,0
0,42.0,52400.0,0,1
1,19.0,36400.0,3,0
1,25.0,32700.000000000004,2,0
1,47.0,50600.0,1,1
1,22.0,34300.0,1,0
0,25.0,49400.0,1,0
0,20.0,33000.0,3,0
0,22.0,42800.0,4,0
1,32.0,37100.0,0,0
1,46.0,49600.0,2,1
0,20.0,44700.0,1,0
0,44.0,34200.0,1,1
1,45.0,42000.0,2,1
0,19.0,51000.0,0,0
1,52.0,16400.0,2,2
1,26.0,22700.0,0,0
0,39.0,27000.0,1,0
1,44.0,46400.0,2,1
1,31.0,48500.0,1,0
1,23.0,32100.0,1,0
1,40.0,43800.0,0,0
0,47.0,30700.0,2,1
1,32.0,30800.0,0,0
0,37.0,33400.0,1,0
1,26.0,46900.0,3,0
0,29.0,43800.0,0,0
0,18.0,54000.0,0,0
0,32.0,43100.0,1,0
1,32.0,42200.0,0,0
1,30.0,55400.0,1,0
1,39.0,49300.0,3,0
0,29.0,35000.0,0,0
0,19.0,47100.0,2,0
1,22.0,41500.0,0,0
1,20.0,32600.0,0,0
0,23.0,37000.0,2,0
0,31.0,28300.0,1,0
1,32.0,25100.0,1,0
1,39.0,32100.0,1,0
0,29.0,42200.0,0,0
1,19.0,45000.0,3,0
1,26.0,25500.0,0,0
0,21.0,37100.0,1,0
0,31.0,33400.0,0,0
0,39.0,40700.0,1,0
1,36.0,32700.000000000004,1,0
0,38.0,46200.0,2,0
1,36.0,35300.0,4,0
1,19.0,45400.0,1,0
1,34.0,41500.0,2,0
1,28.0,45800.0,1,0
0,21.0,34400.0,1,0
1,25.0,43500.0,2,0
0,30.0,55700.0,0,0
1,26.0,51900.0,0,0
0,31.0,29300.0,3,0
1,33.0,30800.0,3,0
1,38.0,28400.0,1,0
0,46.0,41200.0,0,1
0,37.0,27400.0,1,0
1,30.0,47700.0,0,0
0,40.0,30900.0,0,0
1,29.0,51100.0,1,0
1,22.0,37100.0,1,0
0,34.0,52500.0,0,0
0,19.0,58200.0,2,0
0,37.0,37100.0,3,0
1,44.0,43600.0,3,1
0,46.0,41700.0,1,1
1,20.0,46700.0,0,0
0,24.0,36700.0,0,0
1,19.0,53200.0,1,0
1,34.0,43900.0,1,0
1,30.0,42600.0,2,0
1,22.0,27700.0,4,0
1,30.0,41600.0,1,0
0,25.0,31200.0,2,0
0,20.0,62400.0,0,0
0,28.0,56100.0,0,0
1,34.0,48100.0,0,0
1,28.0,41800.0,2,0
0,42.0,57600.0,0,1
0,20.0,27700.0,0,0
1,30.0,59300.0,1,0
1,18.0,57100.0,1,0
1,38.0,33500.0,0,0
0,31.0,47600.0,3,0
0,43.0,25700.0,1,1
0,29.0,43400.0,1,0
1,18.0,39800.0,2,0
0,22.0,49200.0,2,0
1,27.0,61000.0,0,0
0,29.0,27500.0,0,0
0,34.0,45000.0,0,0
0,44.0,38100.0,1,1
0,25.0,47000.0,1,0
1,27.0,40000.0,2,0
0,50.0,43700.0,3,2
1,25.0,49600.0,6,0
1,44.0,32200.000000000004,1,1
0,25.0,43300.0,1,0
1,31.0,24600.0,1,0
1,30.0,40500.0,1,0
1,25.0,32700.000000000004,0,0
1,34.0,34800.0,1,0
0,37.0,36700.0,2,0
0,22.0,39200.0,2,0
0,23.0,41100.0,0,0
1,29.0,25600.0,0,0
0,41.0,31400.0,1,0
1,33.0,43700.0,2,0
1,39.0,42900.0,0,0
1,39.0,28500.0,2,0
1,21.0,26700.0,4,0
1,53.0,50900.0,1,2
1,22.0,25600.0,0,0
1,32.0,37800.0,1,0
0,41.0,42400.0,1,0
0,25.0,37600.0,1,0
0,26.0,32600.0,0,0
0,27.0,34200.0,2,0
1,37.0,34300.0,3,0
1,43.0,48000.0,1,1
1,27.0,30800.0,0,0
1,30.0,13800.0,5,0
0,40.0,54000.0,2,0
0,27.0,56400.0,1,0
0,32.0,40800.0,3,0
1,32.0,20600.0,2,0
1,51.0,41100.0,3,2
0,34.0,39900.0,0,0
0,25.0,66300.0,1,0
1,31.0,25000.0,0,0
1,20.0,24400.0,1,0
0,21.0,33400.0,3,0
0,18.0,31400.0,1,0
1,30.0,40900.0,0,0
0,39.0,34000.0,0,0
1,25.0,13800.0,3,0
0,51.0,44500.0,0,2
1,28.0,46600.0,0,0
0,38.0,50000.0,0,0
1,36.0,24600.0,0,0
1,33.0,53000.0,1,0
1,31.0,38700.0,4,0
0,34.0,18800.0,1,0
1,31.0,37200.0,1,0
0,18.0,23100.0,0,0
0,29.0,44900.0,1,0
0,47.0,41600.0,2,1
0,20.0,42000.0,0,0
1,44.0,38100.0,3,1
1,20.0,34800.0,0,0
0,45.0,28500.0,0,1
1,42.0,31000.0,0,1
1,26.0,27300.0,0,0
0,35.0,40500.0,2,0
1,19.0,39300.0,0,0
0,18.0,50200.0,3,0
0,34.0,11000.0,3,0
1,29.0,37600.0,2,0
0,25.0,28300.0,0,0
1,27.0,34100.0,1,0
0,22.0,34900.0,0,0
0,21.0,35400.0,3,0
1,53.0,45300.0,1,2
1,19.0,38600.0,2,0
1,39.0,54200.0,0,0
0,22.0,44600.0,3,0
0,25.0,52600.0,1,0
1,33.0,23800.0,1,0
1,53.0,47100.0,0,2
1,19.0,43200.0,1,0
0,31.0,33700.0,3,0
0,23.0,34100.0,0,0
1,21.0,43100.0,3,0
0,42.0,37800.0,2,0
0,43.0,37500.0,0,1
0,25.0,39700.0,3,0
0,36.0,29700.0,2,0
1,21.0,46100.0,2,0
0,25.0,39100.0,1,0
1,19.0,46200.0,1,0
1,28.0,48900.0,1,0
1,41.0,34100.0,0,0
0,22.0,52500.0,1,0
0,25.0,37600.0,1,0
1,20.0,37600.0,1,0
1,36.0,38000.0,0,0
1,43.0,36500.0,2,1
1,24.0,43500.0,1,0
0,31.0,45300.0,1,0
1,34.0,48000.0,3,0
0,28.0,52300.0,3,0
0,26.0,46700.0,0,0
0,45.0,46800.0,1,1
1,31.0,29200.0,2,0
0,33.0,66100.0,1,0
0,33.0,36400.0,1,0
0,29.0,42800.0,3,0
1,29.0,53900.0,1,0
0,31.0,46300.0,0,0
1,19.0,37600.0,4,0
1,35.0,41900.0,0,0
0,20.0,45100.0,0,0
0,44.0,38800.0,0,1
1,23.0,35400.0,2,0
1,40.0,27100.0,0,0
0,41.0,28300.0,1,0
0,18.0,35300.0,2,0
1,36.0,27800.0,0,0
1,33.0,33400.0,1,0
0,46.0,42600.0,3,1
0,26.0,36100.0,1,0
0,26.0,34100.0,0,0
1,21.0,42200.0,0,0
1,32.0,46600.0,2,0
0,29.0,34400.0,1,0
0,33.0,50600.0,2,0
0,45.0,62000.0,2,1
1,33.0,42000.0,3,0
0,35.0,48400.0,1,0
1,28.0,33900.0,1,0
0,34.0,42900.0,0,0
1,19.0,43600.0,3,0
1,31.0,27900.0,1,0
1,30.0,46600.0,2,0
0,47.0,32800.0,0,1
1,20.0,40200.0,0,0
0,30.0,30700.0,4,0
1,31.0,59500.0,2,0
0,23.0,25100.0,0,0
0,31.0,45800.0,0,0
0,39.0,30000.0,3,0
1,49.0,37100.0,1,2
1,38.0,44000.0,1,0
0,42.0,25700.0,3,0
0,26.0,39100.0,1,0
0,29.0,34500.0,0,0
0,19.0,59200.0,0,0
0,23.0,29000.0,2,0
1,33.0,43000.0,1,0
0,39.0,48000.0,0,0
0,31.0,25300.0,1,0
1,20.0,33600.0,0,0
0,30.0,50400.0,1,0
1,32.0,41900.0,2,0
1,26.0,59200.0,0,0
1,29.0,59100.0,3,0
0,31.0,42100.0,0,0
0,38.0,40200.0,0,0
1,45.0,51000.0,2,1
1,18.0,43100.0,1,0
1,24.0,37200.0,2,0
0,25.0,59500.0,1,0
0,31.0,38800.0,1,0
0,32.0,39900.0,1,0
1,30.0,27500.0,1,0
1,35.0,43500.0,0,0
0,32.0,37700.0,2,0
0,18.0,33700.0,3,0
0,34.0,34600.0,1,0
1,27.0,35000.0,1,0
0,26.0,34500.0,0,0
0,18.0,55100.0,0,0
1,23.0,32800.0,2,0
1,24.0,37000.0,3,0
0,51.0,21800.0,0,2
0,29.0,33600.0,1,0
1,26.0,35100.0,1,0
1,48.0,57800.0,0,1
0,20.0,42900.0,1,0
1,21.0,62800.0,0,0
1,23.0,28600.0,0,0
1,39.0,32900.0,0,0
1,35.0,43200.0,2,0
0,31.0,40700.0,0,0
0,32.0,50400.0,1,0
0,31.0,53500.0,0,0
0,32.0,39300.0,1,0
1,32.0,33300.0,2,0
0,31.0,29400.0,2,0
1,23.0,26500.0,0,0
0,28.0,43000.0,0,0
1,19.0,37300.0,0,0
1,28.0,50300.0,2,0
1,23.0,49500.0,1,0
1,39.0,22500.0,0,0
0,41.0,45500.0,0,0
0,28.0,43000.0,1,0
1,28.0,48500.0,0,0
1,19.0,37500.0,1,0
0,30.0,41300.0,1,0
1,19.0,29200.0,0,0
0,34.0,43400.0,2,0
0,23.0,32900.0,0,0
1,19.0,37000.0,2,0
1,22.0,38600.0,1,0
0,28.0,49200.0,3,0
1,49.0,25800.0,1,2
1,39.0,42100.0,0,0
0,32.0,28300.0,1,0
1,36.0,36500.0,2,0
0,39.0,24900.0,2,0
1,33.0,40000.0,1,0
0,26.0,25800.0,2,0
1,33.0,47500.0,2,0
0,39.0,38900.0,3,0
1,29.0,39300.0,0,0
1,29.0,38800.0,5,0
1,42.0,19200.0,0,1
0,36.0,58500.0,1,0
0,31.0,37600.0,0,0
1,30.0,26300.0,0,0
0,20.0,36800.0,0,0
1,30.0,34700.0,1,0
1,43.0,22200.0,2,1
1,22.0,44800.0,2,0
1,46.0,48300.0,1,1
0,33.0,32800.0,1,0
0,36.0,19900.0,1,0
1,21.0,29400.0,2,0
0,22.0,33800.0,1,0
1,41.0,51000.0,0,0
0,39.0,40300.0,1,0
1,35.0,23500.0,1,0
0,30.0,36400.0,3,0
0,22.0,37000.0,1,0
1,26.0,45700.0,1,0
1,29.0,38800.0,1,0
0,26.0,41600.0,3,0
0,43.0,17300.0,2,1
1,31.0,39300.0,2,0
0,36.0,33900.0,1,0
1,28.0,46200.0,0,0
0,23.0,41600.0,0,0
0,25.0,54900.0,3,0
1,22.0,31000.0,1,0
1,28.0,21500.0,2,0
1,33.0,40900.0,2,0
1,41.0,31200.0,1,0
0,29.0,37600.0,0,0
1,38.0,43000.0,0,0
0,21.0,58400.0,1,0
0,18.0,32400.0,4,0
1,24.0,50000.0,0,0
0,26.0,46600.0,2,0
1,35.0,49900.0,3,0
0,18.0,19700.0,0,0
1,41.0,50100.0,1,0
0,35.0,46300.0,1,0
1,21.0,47400.0,2,0
0,40.0,31300.0,1,0
0,18.0,42600.0,1,0
1,19.0,52600.0,0,0
1,33.0,37500.0,4,0
1,19.0,18300.0,0,0
0,26.0,40800.0,2,0
1,20.0,43300.0,0,0
0,40.0,39400.0,3,0
1,26.0,46800.0,2,0
1,31.0,26100.0,3,0
0,25.0,35700.0,0,0
1,34.0,44800.0,1,0
0,31.0,42700.0,4,0
0,19.0,56300.0,2,0
1,38.0,35100.0,1,0
0,35.0,35200.0,0,0
1,25.0,42100.0,3,0
1,22.0,46700.0,0,0
1,19.0,51600.0,0,0
0,33.0,46500.0,3,0
0,36.0,47400.0,1,0
0,35.0,44600.0,0,0
0,34.0,38100.0,2,0
1,25.0,33000.0,2,0
0,20.0,55900.0,0,0
0,37.0,41000.0,0,0
0,32.0,42000.0,2,0
0,40.0,52100.0,3,0
1,34.0,51200.0,1,0
0,35.0,55100.0,2,0
0,29.0,42200.0,2,0
0,36.0,26400.0,0,0
1,22.0,49300.0,2,0
0,30.0,37200.0,0,0
1,36.0,64000.0,3,0
1,19.0,35900.0,1,0
0,20.0,51400.0,3,0
0,37.0,48500.0,0,0
0,19.0,33300.0,1,0
1,19.0,24200.0,3,0
0,18.0,42700.0,0,0
1,43.0,36800.0,0,1
0,32.0,34300.0,1,0
1,22.0,41300.0,1,0
0,29.0,46100.0,0,0
1,37.0,52400.0,1,0
0,22.0,39900.0,2,0
1,19.0,51200.0,1,0
0,34.0,35000.0,1,0
1,32.0,60900.0,1,0
1,31.0,43200.0,2,0
1,34.0,31400.0,1,0
1,28.0,22700.0,3,0
0,22.0,34600.0,0,0
0,24.0,28100.0,2,0
1,31.0,39500.0,0,0
0,38.0,30800.0,0,0
0,31.0,63600.0,4,0
1,34.0,45800.0,1,0
1,24.0,30900.0,1,0
1,27.0,21100.0,1,0
1,20.0,44400.0,0,0
1,28.0,33000.0,1,0
1,26.0,41200.0,0,0
1,26.0,45600.0,3,0
0,26.0,27800.0,1,0
0,22.0,24500.0,0,0
0,47.0,41000.0,3,1
0,36.0,34200.0,0,0
1,45.0,32100.0,3,1
0,19.0,50700.0,1,0
0,47.0,33600.0,1,1
0,26.0,24500.0,0,0
1,28.0,45500.0,0,0
1,35.0,32400.0,2,0
1,22.0,34000.0,1,0
1,36.0,57400.0,1,0
1,23.0,32800.0,4,0
0,38.0,34100.0,1,0
1,36.0,44600.0,1,0
1,19.0,54800.0,1,0
1,24.0,26100.0,2,0
1,43.0,41700.0,1,1
1,41.0,42400.0,1,0
1,28.0,32400.0,1,0
1,33.0,34300.0,2,0
0,21.0,60700.0,1,0
1,25.0,24700.0,1,0
1,27.0,55700.0,1,0
0,21.0,51600.0,3,0
1,25.0,43000.0,1,0
0,39.0,57800.0,1,0
